"beta_hat","bias","rmse","covered","cindex","ibs","scenario","rep"
0.327653816163917,-0.365493364396028,0.133585399417528,0,0.673034148894413,NA,"nonPH",2
0.2761098435285,-0.417037337031445,0.173920140478279,0,0.657399836467702,NA,"nonPH",3
0.427072830905648,-0.266074349654297,0.0707955595439571,0,0.64719723183391,NA,"nonPH",4
0.332417257138611,-0.360729923421335,0.130126077651562,0,0.631098770329234,NA,"nonPH",5
0.388684138054923,-0.304463042505022,0.0926977442514149,0,0.723244968090329,NA,"nonPH",6
0.431608200865111,-0.261538979694834,0.068402637899815,0,0.652760429677742,NA,"nonPH",7
0.63212990188153,-0.0610172786784158,0.00372310829731945,1,0.642057569296375,NA,"nonPH",8
0.398612353638108,-0.294534826921838,0.0867507642698768,0,0.643165856293895,NA,"nonPH",9
0.395723344448765,-0.29742383611118,0.0884609382870904,0,0.684042257436753,NA,"nonPH",10
0.486979892803583,-0.206167287756362,0.0425049505408146,0,0.703520142330665,NA,"nonPH",11
0.386366037049868,-0.306781143510077,0.0941146700133504,0,0.64345691771089,NA,"nonPH",12
0.345289685727903,-0.347857494832042,0.121004836710824,0,0.661739344666174,NA,"nonPH",13
0.574170840775615,-0.118976339784331,0.0141553694284765,1,0.640683672148129,NA,"nonPH",14
0.373619631858712,-0.319527548701233,0.102097854379019,0,0.634191862635312,NA,"nonPH",15
0.446282924592219,-0.246864255967726,0.0609419608744992,0,0.68454965681468,NA,"nonPH",16
0.421550592363257,-0.271596588196688,0.0737647067200814,0,0.660487425460202,NA,"nonPH",17
0.428937479942578,-0.264209700617367,0.0698067659003188,0,0.62899144475238,NA,"nonPH",18
0.429308815514341,-0.263838365045604,0.0696106828699376,0,0.646024464831804,NA,"nonPH",19
0.565336121193361,-0.127811059366584,0.0163356668964085,1,0.667807281686285,NA,"nonPH",20
0.392324665146049,-0.300822515413896,0.0904941857799437,0,0.682615629984051,NA,"nonPH",21
0.506605517133214,-0.186541663426731,0.0347977921940118,0,0.63244993404485,NA,"nonPH",22
0.441670706181654,-0.251476474378291,0.0632404171657354,0,0.692506831583489,NA,"nonPH",23
0.404090158766347,-0.289057021793598,0.0835539618481847,0,0.654867256637168,NA,"nonPH",24
0.422157665684744,-0.270989514875202,0.0734353171722971,0,0.707374170893484,NA,"nonPH",25
0.44136734353532,-0.251779837024625,0.0633930863321467,0,0.630511119781506,NA,"nonPH",26
0.584939180911438,-0.108207999648507,0.0117089711879314,1,0.690363922137589,NA,"nonPH",27
0.429905843407275,-0.26324133715267,0.0692960015859259,0,0.677153558052434,NA,"nonPH",28
0.519836498480383,-0.173310682079562,0.0300365925228831,0,0.681893581727702,NA,"nonPH",29
0.412782140855238,-0.280365039704708,0.0786045554886224,0,0.704485138004246,NA,"nonPH",30
0.247460947534481,-0.445686233025465,0.198636218308429,0,0.619272679532624,NA,"nonPH",31
0.401528004628926,-0.291619175931019,0.0850417437706869,0,0.604202506758417,NA,"nonPH",32
0.462554474179474,-0.230592706380472,0.0531729962358704,0,0.656028880866426,NA,"nonPH",33
0.45656116362773,-0.236586016932215,0.0559729434078503,0,0.635172099384545,NA,"nonPH",34
0.466651997438709,-0.226495183121236,0.0513000679771224,0,0.677840552416824,NA,"nonPH",35
0.372975425009077,-0.320171755550868,0.102509953052525,0,0.652661395019474,NA,"nonPH",36
0.604720993164624,-0.0884261873953212,0.00781919061727245,1,0.638953568004383,NA,"nonPH",37
0.399839547666577,-0.293307632893368,0.0860293675135108,0,0.605676916655072,NA,"nonPH",38
0.460839318010815,-0.23230786254913,0.0539669430021456,0,0.715335689045936,NA,"nonPH",39
0.433790855369927,-0.259356325190019,0.0672657034160708,0,0.636849781234808,NA,"nonPH",40
0.349749273901484,-0.343397906658461,0.117922122297413,0,0.69068633908576,NA,"nonPH",41
0.396861769898966,-0.29628541066098,0.0877850445705453,0,0.6512130674994,NA,"nonPH",42
0.557055297849729,-0.136091882710217,0.0185210005396114,1,0.632366920152091,NA,"nonPH",43
0.638237157946009,-0.0549100226139365,0.00301511058346302,1,0.70480315963817,NA,"nonPH",44
0.462627679618388,-0.230519500941557,0.0531392403143446,0,0.665803444257413,NA,"nonPH",45
0.389250141980797,-0.303897038579148,0.0923534100571761,0,0.627448518332496,NA,"nonPH",46
0.428871740885582,-0.264275439674363,0.0698415080150778,0,0.67095015576324,NA,"nonPH",47
0.36125392807648,-0.331893252483465,0.110153131044053,0,0.711117014211715,NA,"nonPH",48
0.520586014464527,-0.172561166095418,0.0297773560442105,0,0.574601226993865,NA,"nonPH",49
0.490847587382072,-0.202299593177873,0.040925125399933,0,0.649167270094135,NA,"nonPH",50
0.467424299942636,-0.225722880617309,0.0509508188341759,0,0.691068622315348,NA,"nonPH",51
0.652844347277496,-0.0403028332824497,0.00162431837059293,1,0.7066867222754,NA,"nonPH",52
0.507304971977436,-0.185842208582509,0.0345373264908249,0,0.667624128026262,NA,"nonPH",53
0.430056112191164,-0.263091068368781,0.0692169102554267,0,0.619871882240698,NA,"nonPH",54
0.388915357342528,-0.304231823217417,0.0925570022581937,0,0.660766961651917,NA,"nonPH",55
0.577929114599873,-0.115218065960073,0.0132752027235797,1,0.6723070573669,NA,"nonPH",56
0.504089259996345,-0.1890579205636,0.0357428973278327,0,0.691720569210867,NA,"nonPH",57
0.452351471119243,-0.240795709440703,0.0579825736850514,0,0.671408839779006,NA,"nonPH",58
0.335326614732922,-0.357820565827023,0.128035557328771,0,0.721208307111391,NA,"nonPH",59
0.547654629629692,-0.145492550930253,0.0211680823761922,1,0.659373560571165,NA,"nonPH",60
0.34568392428254,-0.347463256277405,0.120730714462897,0,0.685275740287965,NA,"nonPH",61
0.326154206093727,-0.366992974466219,0.134683843307563,0,0.670384981635152,NA,"nonPH",62
0.38974418131877,-0.303402999241176,0.0920533799485409,0,0.647349125775522,NA,"nonPH",63
0.458570664005533,-0.234576516554413,0.0550261421188026,0,0.653986648192468,NA,"nonPH",64
0.374017475697038,-0.319129704862907,0.101843768525886,0,0.710545777251886,NA,"nonPH",65
0.369136325531243,-0.324010855028702,0.104983034176431,0,0.62907747196738,NA,"nonPH",66
0.446362649857608,-0.246784530702337,0.0609026045939728,0,0.693272370999347,NA,"nonPH",67
0.472478447792318,-0.220668732767627,0.0486946896212705,0,0.696512867367139,NA,"nonPH",68
0.577554544020019,-0.115592636539926,0.0133616576222514,1,0.67198061471751,NA,"nonPH",69
0.538794950788032,-0.154352229771914,0.0238246108355616,1,0.668759811616955,NA,"nonPH",70
0.339818002861486,-0.353329177698459,0.124841507813069,0,0.674255691768827,NA,"nonPH",71
0.43224254945473,-0.260904631105215,0.0680712265321484,0,0.643932794026136,NA,"nonPH",72
0.506310773291225,-0.18683640726872,0.034907843081083,0,0.654540861437413,NA,"nonPH",73
0.354485394592986,-0.33866178596696,0.114691805274331,0,0.670998375609147,NA,"nonPH",74
0.415505628948696,-0.277641551611249,0.0770848311811019,0,0.668771375953696,NA,"nonPH",75
0.530805043005973,-0.162342137553972,0.0263549696255929,0,0.612181646678345,NA,"nonPH",76
0.423394802232757,-0.269752378327188,0.0727663456131746,0,0.703520770010132,NA,"nonPH",77
0.375688533545543,-0.317458647014403,0.100779992564215,0,0.616175096756973,NA,"nonPH",78
0.437425114193698,-0.255722066366247,0.0653937752266232,0,0.609858772406301,NA,"nonPH",79
0.457381567125259,-0.235765613434686,0.0555854244782338,0,0.70982201713909,NA,"nonPH",80
0.398398361663294,-0.294748818896651,0.0868768662409707,0,0.628306551297899,NA,"nonPH",81
0.34699221919626,-0.346154961363685,0.119823257276694,0,0.648902016180814,NA,"nonPH",82
0.430711746629415,-0.26243543393053,0.0688723569823056,0,0.61101900267823,NA,"nonPH",83
0.489494621915262,-0.203652558644684,0.0414743646425263,0,0.667977223427332,NA,"nonPH",84
0.390175486012443,-0.302971694547502,0.091791847696985,0,0.644109055501461,NA,"nonPH",85
0.458499995048388,-0.234647185511557,0.055059301668495,0,0.655790559711117,NA,"nonPH",86
0.310139196595583,-0.383007983964362,0.146695115780445,0,0.671772151898734,NA,"nonPH",87
0.50695100621684,-0.186196174343105,0.0346690153400081,0,0.601297669491525,NA,"nonPH",88
0.550341270896644,-0.142805909663302,0.020393527834763,0,0.641004480075454,NA,"nonPH",89
0.324053377181718,-0.369093803378227,0.136230235692205,0,0.729132569558101,NA,"nonPH",90
0.535554108351385,-0.15759307220856,0.0248355764081324,0,0.658646616541353,NA,"nonPH",91
0.440528858517259,-0.252618322042686,0.0638160166316622,0,0.632554496801984,NA,"nonPH",92
0.419122993747857,-0.274024186812088,0.0750892549580262,0,0.696556291390728,NA,"nonPH",93
0.495422291510362,-0.197724889049583,0.0390951317496701,0,0.646267304955363,NA,"nonPH",94
0.421681876300214,-0.271465304259731,0.0736934114168284,0,0.719568345323741,NA,"nonPH",95
0.559139307927077,-0.134007872632868,0.017958109927587,1,0.664188508064516,NA,"nonPH",96
0.440797122541345,-0.2523500580186,0.0636805517819908,0,0.70801550581468,NA,"nonPH",97
0.421658695539387,-0.271488485020558,0.0737059974987579,0,0.625032092426187,NA,"nonPH",98
0.360710853530342,-0.332436327029603,0.110513911528933,0,0.685540825176558,NA,"nonPH",99
0.464209885506778,-0.228937295053168,0.0524122850662612,0,0.707924984875983,NA,"nonPH",100
0.353984635329415,-0.33916254523053,0.115031232087252,0,0.594676505468441,NA,"nonPH",101
0.402023386201781,-0.291123794358164,0.0847530636414946,0,0.662631450232331,NA,"nonPH",102
0.323930408040043,-0.369216772519902,0.136321025110013,0,0.697226794985437,NA,"nonPH",103
0.544712224118882,-0.148434956441063,0.0220329362936603,1,0.669678352005782,NA,"nonPH",104
0.524928143194067,-0.168219037365878,0.0282976445323027,0,0.678096212896622,NA,"nonPH",105
0.379682132483245,-0.3134650480767,0.0982603363657278,0,0.725122241310955,NA,"nonPH",106
0.401713625511393,-0.291433555048553,0.0849335170082377,0,0.689514957885565,NA,"nonPH",107
0.525070157634697,-0.168077022925248,0.0282498856354144,0,0.670307728447263,NA,"nonPH",108
0.385385076587541,-0.307762103972404,0.094717512641521,0,0.669543429844098,NA,"nonPH",109
0.431018505879835,-0.26212867468011,0.0687114420895511,0,0.690609170022081,NA,"nonPH",110
0.43533554264957,-0.257811637910375,0.0664668406420304,0,0.697485553646728,NA,"nonPH",111
0.63235728624544,-0.0607898943145055,0.00369541125076875,1,0.670402191507907,NA,"nonPH",112
0.503295183566859,-0.189851996993087,0.0360437807622629,0,0.597917450759001,NA,"nonPH",113
0.310646050524258,-0.382501130035687,0.146307114478578,0,0.678327526132404,NA,"nonPH",114
0.502799987170886,-0.190347193389059,0.036232054031092,0,0.681056788778428,NA,"nonPH",115
0.310775066031416,-0.382372114528529,0.146208433969019,0,0.651469627694317,NA,"nonPH",116
0.323024778732379,-0.370122401827566,0.136990592334606,0,0.689452407203234,NA,"nonPH",117
0.414661048626366,-0.27848613193358,0.0775545256793271,0,0.630188192833204,NA,"nonPH",118
0.466171879693956,-0.226975300865989,0.0515177872032062,0,0.65586919635971,NA,"nonPH",119
0.439567896394556,-0.25357928416539,0.0643024533578315,0,0.658484238765929,NA,"nonPH",120
0.49837738643546,-0.194769794124485,0.0379352727032942,0,0.693723946271422,NA,"nonPH",121
0.511219096972947,-0.181928083586998,0.0330978275976378,0,0.636641610396229,NA,"nonPH",122
0.428974049362352,-0.264173131197593,0.0697874432467406,0,0.659029649595687,NA,"nonPH",123
0.39494803822583,-0.298199142334115,0.0889227284888018,0,0.660958022147824,NA,"nonPH",124
0.608388570709772,-0.0847586098501734,0.0071840219437339,1,0.63787546731984,NA,"nonPH",125
0.448135352039113,-0.245011828520832,0.0600307961151215,0,0.691394658753709,NA,"nonPH",126
0.505783317767876,-0.187363862792069,0.0351052170803654,0,0.686038653872145,NA,"nonPH",127
0.336567571266289,-0.356579609293656,0.127149017764017,0,0.651723685935247,NA,"nonPH",128
0.407546126263804,-0.285601054296141,0.0815679622150672,0,0.656831537708129,NA,"nonPH",129
0.388707367718465,-0.30443981284148,0.0926835996429556,0,0.675853658536585,NA,"nonPH",130
0.341585115896417,-0.351562064663528,0.123595885310483,0,0.663467306538692,NA,"nonPH",131
0.410353250357452,-0.282793930202493,0.0799724069593725,0,0.635226297068564,NA,"nonPH",132
0.404518338277306,-0.288628842282639,0.0833066085974164,0,0.568206229860365,NA,"nonPH",133
0.51776814932073,-0.175379031239216,0.0307578045984058,0,0.635571054925894,NA,"nonPH",134
0.514847012840757,-0.178300167719188,0.0317909498086906,0,0.64140599806514,NA,"nonPH",135
0.434015800676074,-0.259131379883872,0.0671490720405195,0,0.649472891566265,NA,"nonPH",136
0.537910197762883,-0.155236982797062,0.0240985208279354,0,0.616283756549778,NA,"nonPH",137
0.368655543269601,-0.324491637290344,0.105294822671368,0,0.631816260391715,NA,"nonPH",138
0.342186025912523,-0.350961154647422,0.123173732071452,0,0.611111111111111,NA,"nonPH",139
0.447701269317618,-0.245445911242328,0.0602436953455766,0,0.632062534284147,NA,"nonPH",140
0.532101022441987,-0.161046158117958,0.0259358650445544,0,0.667614405632277,NA,"nonPH",141
0.389779515639991,-0.303367664919954,0.0920319401189856,0,0.668717819917117,NA,"nonPH",142
0.433292439725824,-0.259854740834121,0.0675244863339682,0,0.709114840408029,NA,"nonPH",143
0.47123429382397,-0.221912886735976,0.0492453292994939,0,0.657095667640706,NA,"nonPH",144
0.357637111665471,-0.335510068894475,0.112567006329575,0,0.63271692745377,NA,"nonPH",145
0.429244286675458,-0.263902893884487,0.0696447374006067,0,0.697300944669366,NA,"nonPH",146
0.504501962362337,-0.188645218197608,0.0355870183488231,0,0.660443250503694,NA,"nonPH",147
0.510945067436697,-0.182202113123249,0.033197610026577,0,0.684275947793661,NA,"nonPH",148
0.544133033628421,-0.149014146931524,0.0222052159857298,0,0.611920688007645,NA,"nonPH",149
0.456813527121879,-0.236333653438066,0.0558535957473838,0,0.720731010850942,NA,"nonPH",150
0.484891321218681,-0.208255859341264,0.0433705029499684,0,0.638119227539882,NA,"nonPH",151
0.523992057570248,-0.169155122989697,0.0286134556336597,0,0.655773172398087,NA,"nonPH",152
0.345587863763714,-0.347559316796231,0.120797478691863,0,0.66618152950516,NA,"nonPH",153
0.43167044191232,-0.261476738647625,0.0683700848537986,0,0.646484153129615,NA,"nonPH",154
0.374495429077315,-0.318651751482631,0.101538938722948,0,0.640289597358059,NA,"nonPH",155
0.391186230489109,-0.301960950070836,0.091180415367682,0,0.641056105610561,NA,"nonPH",156
0.424250778187975,-0.26889640237197,0.0723052752085887,0,0.69782201067359,NA,"nonPH",157
0.294363726777002,-0.398783453782943,0.159028243011053,0,0.668787515006002,NA,"nonPH",158
0.612346265289887,-0.0808009152700582,0.00652878790847912,1,0.644801306477953,NA,"nonPH",159
0.421618818215338,-0.271528362344607,0.0737276515575444,0,0.639652489626556,NA,"nonPH",160
0.408267988980137,-0.284879191579808,0.081156153795165,0,0.686090969017798,NA,"nonPH",161
0.46360485787103,-0.229542322688915,0.0526896779054219,0,0.660418661923656,NA,"nonPH",162
0.445880503516176,-0.247266677043769,0.0611408095762678,0,0.612968591691996,NA,"nonPH",163
0.390953144656367,-0.302194035903578,0.091321235335693,0,0.697983083929733,NA,"nonPH",164
0.386454838585354,-0.306692341974592,0.0940601926258599,0,0.695408581579667,NA,"nonPH",165
0.4020937105161,-0.291053470043845,0.0847121224245634,0,0.657096893948769,NA,"nonPH",166
0.379811123969858,-0.313336056590088,0.0981794843594267,0,0.650229837024655,NA,"nonPH",167
0.512216312995958,-0.180930867563987,0.032735978837457,0,0.670365628112107,NA,"nonPH",168
0.402189269795757,-0.290957910764188,0.0846565058362611,0,0.647324613555291,NA,"nonPH",169
0.454497501957333,-0.238649678602612,0.0569536690971301,0,0.650151057401813,NA,"nonPH",170
0.504841179482828,-0.188306001077117,0.0354591500416553,0,0.63082133784928,NA,"nonPH",171
0.51952778187181,-0.173619398688135,0.0301436956008296,0,0.665162454873646,NA,"nonPH",172
0.386731115527413,-0.306416065032532,0.093890804910021,0,0.650258397932817,NA,"nonPH",173
0.438366804551456,-0.254780376008489,0.0649130399990272,0,0.605622381402892,NA,"nonPH",174
0.671246042004313,-0.0219011385556319,0.000479659870032987,1,0.663699176189211,NA,"nonPH",175
0.4668259040294,-0.226321276530545,0.0512213202104156,0,0.652441368704344,NA,"nonPH",176
0.376258071518313,-0.316889109041632,0.100418707429199,0,0.637465498619945,NA,"nonPH",177
0.497540303217141,-0.195606877342804,0.0382620504638028,0,0.628785773826063,NA,"nonPH",178
0.432147901828148,-0.260999278731797,0.0681206234985183,0,0.675735839722978,NA,"nonPH",179
0.407284421656794,-0.285862758903151,0.0817175169277212,0,0.636703619607319,NA,"nonPH",180
0.431710870379481,-0.261436310180465,0.0683489442807761,0,0.647168405365127,NA,"nonPH",181
0.363313958483659,-0.329833222076286,0.108789954385225,0,0.643736235263635,NA,"nonPH",182
0.381921623951214,-0.311225556608731,0.0968613470864143,0,0.687658037326912,NA,"nonPH",183
0.360297562264925,-0.332849618295021,0.110788868399141,0,0.615328253223916,NA,"nonPH",184
0.372688836951595,-0.32045834360835,0.102693549988207,0,0.681370133070478,NA,"nonPH",185
0.591438579323591,-0.101708601236354,0.0103446395654557,1,0.601754145539263,NA,"nonPH",186
0.51694065624086,-0.176206524319085,0.0310487392126123,0,0.659630292188432,NA,"nonPH",187
0.3616077016631,-0.331539478896845,0.109918426067191,0,0.681971798158723,NA,"nonPH",188
0.417389933850517,-0.275757246709429,0.0760420591127647,0,0.65968253968254,NA,"nonPH",189
0.433952905551477,-0.259194275008468,0.0671816721971653,0,0.647341115434501,NA,"nonPH",190
0.350488238824412,-0.342658941735533,0.117415150351316,0,0.663001789823574,NA,"nonPH",191
0.439986148485215,-0.253161032074731,0.0640905081611429,0,0.700250387504471,NA,"nonPH",192
0.616748509319794,-0.0763986712401518,0.00583675696726079,1,0.704422032583398,NA,"nonPH",193
0.23110387212327,-0.462043308436676,0.213484018871109,0,0.712765957446808,NA,"nonPH",194
0.500039199686585,-0.19310798087336,0.0372906922769861,0,0.642703455258828,NA,"nonPH",195
0.562242534907293,-0.130904645652653,0.0171360262534466,1,0.66390423572744,NA,"nonPH",196
0.475184872567126,-0.217962307992819,0.0475075677055564,0,0.67750497677505,NA,"nonPH",197
0.372642218232355,-0.320504962327591,0.10272343087661,0,0.642244139874472,NA,"nonPH",198
0.404663170170021,-0.288484010389924,0.0832230242506539,0,0.697236995719289,NA,"nonPH",199
0.494299724183116,-0.198847456376829,0.0395403109075348,0,0.665967365967366,NA,"nonPH",200
